"Vendor ID","Vendor Name","Address","City","State","Postal Code","Contact Name","Phone"
"V00006652","Gene Sligar","103 Davis Dr., Illinois","Watson","IL","62473 ","",""
"V00031806","GeneIQ","5151 Belt Line Road","Dallas","TX","75254","Mark Guedri","9729420110"
"V00007418","General Asphalt Construction Company","P.O. Box 3923","Davenport","IA","52808-3923","Trisia Sedam","5633227991"
"V00014034","General Atomics International Services Corp dba Cryotech Deicing Technology","6103 Orthoway","Fort Madison","IA","52627","Jeanne Seager","3193726012"
"V00000393","General Building Supply LLC","8845 W. 192nd St.","Mokena","IL","60648","",""
"V00030895","General Ceilings of IL., Inc.","1612 S. Wabash St.","Chicago","IL","60616","Kathryn Ro","3124274341"
"V00033725","General Communications, Inc.","2880 Commerce Park Drive","Madison","WI","53719 Uni","",""
"V00035545","General Construction Services, Inc.","454 County RD VV","Somerset","WI","54025","Nikki  McSorley","7154172824"
"V00002095","General Contractors, Inc.","1 Industrial Drive","Salem","IL","62881","Jamie Callison","2172348877"
"V00027735","General CTS Corporation","6440 N Ridgeway Ave","Lincolnwood","IL","60712","Jeff Schuster","8476778770"
"V00016963","General Maintenance","14453 W Edison Dr.","New Lenox","IL","60451","Steve Mentzer","7792200404"
"V00031129","General masonry","4524 N Ottawa Ave","Norridge","IL","60706 Uni","",""
"V00010575","GENERAL MEDICAL DEVICES, INC","348 W. COLFAX ST","PALATINE","IL","60067","MICHAEL LALL","8472023233"
"V00028452","General Medical Devices, Inc. DBA AED Professionals","348 WEST COLFAX STREET","PALATINE","IL","60067","Raymond Singleton","8472023233"
"V00015077","General Motors","100 Renaissance Ctr","Detroit","MI","48265","Michael Lambregtse","2483182921"
"V00022095","General Organics Inc","5805 S. Oakley Avenue","Chicago","IL","60636","Jeffrey Bantle","7164805382"
"V00020208","General Parts, LLC","11311 Hampshire Ave S","Bloomington","MN","55438","Lillian Delaurie","6305953300"
"V00002705","General Pump & Machinery, Inc.","1044 W Olympia Drive","Peoria","IL","61615","Brad Garland","3096937444"
"V00017817","General Purpose Movers LLC","2320 North Pleasant view RD Suite 120","Middleton","WI","53562","Ben Vezzetti","6085714671"
"V00005714","General Refrigeration","18 Congress Circle West","Roselle","IL","60172","Donna Banta","8476951177"
"V00015586","General Services Administration","77 Forsyth Street, SW","Atlanta","GA","30303","Lynne Ridings","4042156862"
"V00002670","General Waste Services, Inc.","2398 Belle Street","Alton","IL","62002","",""
"V00000384","Generation 2 Trucking Inc","3920 193RD ST. North","Port Byron","IL","61275","",""
"V00010205","Generation Ready","352 Seventh Ave Suite 12A","New York","NY","10001","Laurie Motyka","2127318400"
"V00025107","Generico","1100 2nd Place SE","Washington","DC","20003","Dominic Jones","4044082989"
"V00018024","Generis Tek Inc","129 Fairfield Way, #212","Bloomingdale","IL","60108","Veeral Shah","6304563156"
"V00023027","GeneScan Diagnostics LLC","8525 Commerce Ave Suite A","San Diego","CA","92121","Yong Jiang","8582434766"
"V00011625","GENESIS BEAUTY CO.","2415 West 19th Street","Chicago","IL","60608 ","",""
"V00026989","Genesis Building Services","8642 Scheer Dr.","Tinley Park","IL","60487","Ta Shaunda Shumpert","7087744419"
"V00013216","GENESIS BUSINESS SERVICES, INC.","888 BENNETT DR","NORTH AURORA","IL","60542","Sarita Agrawal","2245771477"
"V00007730","Genesis Detective Agency","554 Meadow Green Ln","Round Lake Beach","IL","60073","Robert Pressley","8472245702"
"V00003767","Genesis Electronics Recycling, Inc.","151 & 201 Hastings Drive","Buffalo Grove","IL","60089","Aaron Goldstein","8887884363"
"V00032612","Genesis Environmental Solutions, Inc.","8422 S 7 Hwy","Blue Springs","MO","64015","Brooke Bias","8162295900"
"V00010259","Genesis Nursery, Inc.","23200 Hurd Road","Tampico","IL","61283","Billie Jo Egan","8154382220"
"V00009977","Genesis Vision Inc.","1260 Lyell Ave","Rochester","NY","14606","Thao Hoang","5852540022"
"V00001780","GENESUS ONE ENTERPRISE INC","43-24 54TH ROAD SUITE 203","MASPETH","NY","11378","",""
"V00031616","Genesys Cloud Services, Inc.","2001 JUNIPERO SERRA BLVD","DALY CITY","CA","94014","Dan Kinsley","3122861030"
"V00032048","GENESYS Health Alliance, LLC","1718 Reynolds Street","Waycross","GA","31502","Heather Rayko","9122835260"
"V00018660","Genetic Technologies, Inc.","2511 SW Temple","Salt Lake City","UT","84115","Kent Harman","8014621478"
"V00008985","Geneva Construction Company","1350 Aurora Ave","Aurora","IL","60505 ","",""
"V00021583","Genie Stanley","26713 County Highway 14","Kewanee","IL","61443","Genie Stanley","3092924790"
"V00021266","Genimex Group","131 W 35th St.","NEW YORK","NY","10001","Anna Pappas","3364090647"
"V00011116","Genius Business Solutions, Inc.","1711 4th Ave A","Moline","IL","61265 ","Shivaji Patil","3092692551"
"V00028020","Genius Lab, Inc.","500 E. 33rd Street","CHICAGO","IL","60616","SCOTT STEWARD","3128239367"
"V00018531","Genius Repairs","1716 Forest Cove Dr Apt 101","Mount Prospect","IL","60056","Amirali Jivani","7738705786"
"V00030847","Gennesaret Mechanical Services, LLC","1680 Clock Tower Dr.","Saint Louis","MO","63138","Robert Jackson","3148454939"
"V00003258","Genoa Business Forms, Inc.","445 Park Ave","Sycamore","IL","60178","",""
"V00016953","GenSigma LLC","3617, 17th st","San Francisco","CA","94114","Vijay Thirumalai","6502485206"
"V00028585","Gensini Excavating, Inc.","10602 Hwy 26","Princeton","IL","61356","Ralph Gensini","8156591660"
"V00005752","Gensler Architecture, Design & Planning P. C.","11 East Madison Street, Suite 300","CHICAGO","IL","60602 ","",""
"V00027516","Gentech Seed Services, Inc","633 N College Ave","Geneseo","IL","61254","Phil Jordan","3093145000"
"V00028882","Gentle Giants Products Inc","960 6th St Suite 101A-104","Norco","CA","92860","Burt Ward","9518182512"
"V00021965","Gentox Medical Services","1910 West 1040 South","Salt Lake City","UT","84104","Lauren Malone","8019008800"
"V00027310","GenTrak","8434 Treybrooke pl","OFALLON","IL","62269","Jason Lesker","8444368725"
"V00014446","Genuine Cable Group a Division of EIS, Inc","933 E Remington Rd","Schaumburg","IL","60173","James Torok","8478046260"
"V00007335","Genuine Partnership to Success","PO Box 243","Flossmoor","IL","60422","Michelle Johnson","7087453477"
"V00026681","Genuine Partnership to Success & Associates Inc.","2525 ST. ANDREW","Olympia Fields","IL","60461 Uni","",""
"V00007518","Genuine Parts Company","700 Enterprise Ct","Naperville","IL","60563","Michael Pitman","6304285504"
"V00018818","Genuine Parts Company","700 Enterprise Ct","Naperville","IL","60563","George Hernandez","7733209300"
"V00007251","Genuinsight LLC","1900 Golf Rd STE 950","Schaumburg","IL","60173 ","",""
"V00011914","Geo Hydro Supply Ltd","997 State Route 93 NW","Sugarcreek","OH","44681","Greg Beach","3308521005"
"V00007488","GEO LININGS, LLC","5619 N. Galena Rd.","Peoria Heights","IL","61616 ","",""
"V00009650","GEO Reentry Services, LLC","621 NW 53rs Street","Boca Raton","FL","33487","Whitney Fischer","5618930101"
"V00006074","Geo Services, Inc.","805 Amherst Court - STE 204","Naperville","IL","60565 ","",""
"V00013432","Geo-Comm, Inc.","601 West St. Germain Street","St. Cloud","MN","56301","Shannon Koenig","3202400040"
"V00025256","Geo-Enviro Consultants, Inc.","P.O. Box 876","McHenry","IL","60051 Uni","",""
"V00006237","Geo. Bancroft Engineering LLC.","700 Nicholas Blvd., Suite 300","Elk Grove Village","IL","60007 ","",""
"V00019893","Geo. Bancroft Engineering, LLC","700 Nicholas Blvd.","Elk Grove Village","IL","60007","ASHLEIGH TRBOVIC","8479529362"
"V00030780","GeoBizOps.com","401 E. Jackson, Street, Suite 2340A","Tampa","FL","33602","Dustin Shafer","2176223100"
"V00028576","Geocomp Consulting, Inc.","125 Nagog Park","Acton","MA","01720","Ryan Drefus","9786350012"
"V00010709","Geocomp Corp.","125 Nagog Park","Acton","MA","01720","Sheila Warren","9786350012"
"V00002445","Geocon Professional Services LLC","9370 W Laraway Rd Ste D","Frankfort","IL","60423","",""
"V00017550","Geodata IT","911 Washington Ave, Suite 737","Saint Louis","MO","63101","Anastazia Junge","8662298606"
"V00025875","Geoff Johnson Photography, Inc.","1111 N. 13th Street, Suite 420","Omaha ","NE","68102","Geoff  Johnson ","4122147366"
"V00008103","Geographic Solutions, Inc.","2570 Coral Landings Blvd","Palm Harbor","FL","34684","Tim Duffy","7277867955"
"V00016849","Geographic Technologies Group","1202 Parkway Dr","Goldsboro","NC","27534","Lydiah Ribar","8887574222"
"V00011708","GeoInvoice Inc","122 N. Holderrieth Blvd. ","Tomball ","TX","77377-1712","Susette McNeel","8326560636"
"V00014839","Geokon","48 SPENCER STREET","LEBANON","NH","03766 ","Martin Gradijan","6034481562"
"V00020225","GEONICS LIMITED","1745 MEYERSIDE DRIVE","Mississauga","ON","L5T 1C6","Mike Catalano","9056709580"
"V00004582","Georgantas Claims Services","1770 S Randall Rd","Geneva","IL","60134","Jim Mander","8883653940"
"V00002013","George Alarm Company","202 West Main Street","Glen Carbon","IL","62034","David George","6182882092"
"V00011468","GEORGE C POTTERFIELD TRUCKING INC","207 S COUNTY LINE RD","MONROE CITY","MO","63456 ","",""
"V00014876","George Georganzis","980 Gooseneck ","Sherman","IL","62684","George Georganzis","2174732685"
"V00013745","George H. Rump Construction Co.","3516 B W. Harmon Hwy","Peoria","IL","61604 ","",""
"V00011967","George J Zimmerman","7709 Jacaranda Ln.","Naples","FL","34114","George J Zimmerman","4127602481"
"V00005945","George K. Baum & Company","1 North LaSalle Street, Suite 1725","Chicago","IL","60602 ","",""
"V00014306","George K. Baum & Company","1 N. La Salle St","Chicago","IL","60602","Albert Boumenot","3126413611"
"V00011010","George L. Crawford and Associates, Inc","12400 OLIVE BLVD STE 430","SAINT LOUIS","MO","63141 ","",""
"V00022188","George M. Benscoter Jr.","42 Delmar Court","Fuquay Varina","NC","27526 ","",""
"V00027565","george smith farms","306 west pine street","Tallula","IL","62688","George Smith","2177419815"
"V00003282","George Sollitt Construction Company","790 N. Central Avenue","Wood Dale","IL","60191","",""
"V00008140","georgegildnerinc","2031 Ireland Grove Road, P O Box 846","Bloomington","IL","61704 ","",""
"V00034564","Georgetown University","37th & O St NW","Washington","DC","20057","Linda Hatcher","2026877100"
"V00032263","GEORGETOWN UTILITIES ENTERPRISE, LLC","30773 MILFORD RD","NEW HUDSON","MI","48165","PATRICK MCCARTHY","3019267886"
"V00030563","Geosyntec Consultants, Inc.","1420 Kensington Road","Oak Brook","IL","60523","Susan Hannigan","6302033340"
"V00007355","Geotech Environmental Equipment","2650 E. 40th Ave ","Denver ","CO","80205","Monica  Kasper","8008337958"
"V00019878","GeoWall Designs LLC","12107 12th Ave S","Burnsville","MN","55337","Kyle Huerd","9523034190"
"V00009915","Gerald E Reynolds","310 tiffany court","champaign","IL","61822 ","",""
"V00021046","Gerald Schackmann","7591 E. 300th Ave","Newton","IL","62448","Gerald Schackmann","6187522531"
"V00006059","Geralex, Inc.","1100 W. Cermak Rd, Ste B114","Chicago","IL","60608 ","",""
"V00027702","Gerard Mitchell Company, LLC dba Bridge Street Foods","291 Walsh Circle","Yorkville","IL","60560","Gerard Mitchell","7082050828"
"V00004643","Gerber Products Company","1812 N. Moore St.","Arlington","VA","22209","Susan Eberhart","9735803728"
"V00027661","Gerent LLC","13800 Coppermine Rd Suite 159","Herndon","VA","20171","Deepika Bharathraj","5712686185"
"V00011813","Gerke Excavating Co.","1238 N. Sunnyside Rd.","Kent","IL","61044","Patric Gerke","8152756778"
"V00033542","Gerls Auto Body","613 east st johns","Litchfield","IL","62056","dwayne Gerl","2173246637"
"V00021903","Germ-Fogger","2401 NW 22nd Ave","Portland","OR","97210","Thad Fisco","5033101383"
"V00000848","German-Bliss Equipment Inc.","624 W. Spring St","Princeville","IL","61559","",""
"V00013336","GERSTEL, Inc","701 Digital Dr.","Linthicum","MD","21090","Internal Sales","4102475885"
"V00010931","Gertrude Martin","6900 S. Southfield Blvd","Oak Creek","WI","53154","Gertrude martin","7088297920"
"V00006424","Gertzen Water Mgmt. Co.","2501 Chicago St Ste 4","Valparaiso","IN","46383 ","",""
"V00009585","Gesell's Pump Sales & Service, Inc.","P.O. Box 34","Whittington","IL","62897","Craig Hedin","6184397354"
"V00006120","Get Fresh Produce, Inc","1441 Brewster Creek Blvd","Bartlett","IL","60103 ","",""
"V00014233","GET Technology and Accounting Solutions","PO Box 211","Santo","TX","76472","George Thornton","8174580545"
"V00014182","Getac Video Solutions","3600 American BLVD","Bloomington","MN","55431","Ryan Phillips Solutions","9495141286"
"V00029702","Getac Video Solutions, Inc.","3800 American Blvd W, Suite 500","Bloomington","MN","55431 Uni","",""
"V00019723","Getaround, Inc","55 Green St","San Francisco","CA","94111","Eric Rago","7086703427"
"V00022983","GetinLine LLC","932 John Friend Drive","Naperville","IL","60540","Naunihal Sidhu","3124157333"
"V00021454","GetixHealth LLC","14141 Southwest Freeway","Sugar Land","TX","77478","Natalie Howe","7134147790"
"V00011283","Getty Images","605 5th Avenue South","Seattle","WA","98104","Jennifer Kelly","3123444214"
"V00000820","Getz Fire Equipment Co","1615 SW Adams Street","Peoria","IL","61602","",""
"V00014684","Geval6","2800, West Higgins Road","Hoffman Estates","IL","60169","Ramakrishnan Kuppuswami","6309947535"
"V00025525","Geyer Fire Protection, LLC","700 N. High School Rd.","Indianapolis","IN","43214","Jeffrey Anderson","8004774173"
"V00027721","GF Commodities","11709 Roe Ave","Leawood","KS","66211","Daniel Kozubek","8168128685"
"V00017280","GF Health Products, Inc ","336 Trowbridge Dr. ","Fond du Lac","WI","54935","Luke Smet","9209040989"
"V00007301","GFG SUPPLY INC","2319 NEWBURN LANE","THE VILLAGES","FL","32162","GERALD FUNK","7576504317"
"V00029779","GFL Environmental","4700 N. Sterling Avenue","Peoria","IL","61615","Kevin Cassulo","3096813330"
"V00019926","GFL Environmental Services USA, Inc.","19701 S. 97th Ave","Mokena","IL","60448","Tom Shelley","7084796900"
"V00007218","GFMS","42 Pin Oak ","Skillman","NJ","08558","Fred Mechini","6092732746"
"V00025467","GFP Chicago LLC","8043 Lawndale Ave","Skokie","IL","60076 Uni","",""
"V00022792","GFS Transportation LLC","24477 Heritage Dr","Woodhaven","MI","48183","Gerome Palazzolo","3139029022"
"V00003002","GH Printing Co. Inc","5207 Walnut","Downers Grove","IL","60515","",""
"V00002536","Ghafari Associates, L.L.C.","122 S. MICHIGAN AVE., SUITE 1500","CHICAGO","IL","60603","",""
"V00028908","GI Industries Inc.","525 Fan Hill Rd,","Monroe","CT","06468","Brian Good","2034521944"
"V00024013","GIACOMO SPORTING USA, INC","6234 Stokes Lee Center Rd","Lee Center","NY","13363","DAN LOKKER","3153361356"
"V00010287","Giact Systems, LLC","700 Central Expressway S., Suite 300, Texas","Allen","TX","75013 ","",""
"V00028059","Giant City Stables","722 Giant City Road","Makanda","IL","62958","Ramona Twellman","6185294110"
"V00030472","Giant Step 6 LLC","127 Rockland Ln","Spring Valley","NY","10977","Anissa Reilly","6465485619"
"V00011145","Giaudrone Animal Artist Taxidermy Studio","604 Plum Street","Gillespie","IL","62033","Morrie Giaudrone","2178393412"
"V00012578","gibbs construction","po box 11","modesto,il","IL","62667","greg gibbs","6185278671"
"V00035450","Gibbs Technology Company","12163 Prichard Farm Rd","Maryland Heights","MO","63043 Uni","",""
"V00017061","Gibson Consulting Group","1801 S. Mo Pac Expwy","Austin","TX","78746","Greg Gibson","5123280884"
"V00000962","GIBSON OIL CO","PO BOX 266","LYNDON","IL","61261","",""
"V00003631","Gibson Redi Mix, Inc.","910 W. 8th St.","Gibson City","IL","60936","",""
"V00033813","Gibson Teldata, Inc.","1472 Wabash Ave. ","Terre Haute","IN","47807","Brian Kiefer","8122319353"
"V00028683","GIC CONSULTING SERVICES, INC.","1507 E. 53rd St.","Chicago","IL","60615","Michael Thompson","7735481961"
"V00012610","Gideon Healthcare Consultants DBA GHC Consultants LLC s","1 Westrbook Corporate Center","Westchester","IL","60154","JOCELYN ROSS","7083753082"
"V00000736","Giffin Winning Cohen & Bodewes, P.C.","1 W Old State Capitol Plz","Springfield","IL","62701","Kathy Walbert","2175251571"
"V00024897","Gifts and More, Inc","55 Liberty Ln","Highland","IL","62249","Janet Wetmore","6188038364"
"V00012864","GII of Illinois, Inc. ","1804 Cog Mill Court","Springfield ","IL","62704","Linda Baker ","2175536660"
"V00004381","Gila LLC","8325 Tuscany Way","Austin","TX","78754","Bruce Cummings","8000568700"
"V00035688","Gilbane Building Company","7 Jackson Walkway","Providence","RI","02903 Uni","",""
"V00026593","GILBERT & SONS PROCUREMENT LLC","PO Box 90073","Milwaukee","WI","53209","Eric Thomas","8332463463"
"V00013297","Gilbert Barattini","914 Fourth Street","Peru","IL","61354","Gilbert Barattini","8152523110"
"V00025061","Gilbertson Counseling Services","347 Fairway Isles Ln","Bradenton","FL","34212 Uni","",""
"V00014192","Gilco Scaffolding Company LLC","515 Jarvis Ave.","Des Plaines","IL","60018","Judith Bohrer","8472981717"
"V00006403","Gilda A DiTullio","421 W Bute St  #205","Norflok","VA","23510","Gilda DiTullio","2125379065"
"V00002217","Giles & Associates Consultancy, Inc","578 Rosemary Road","Lake Forest","IL","60045","",""
"V00028786","Gill Associates Identification Systems LLC","2025 Hamburg Turnpike Ste M","Wayne","NJ","07470","JD Gill","9738355456"
"V00025911","Gillan Construction LLC","123 S. Main Street","Cherry","IL","61317 Uni","",""
"V00000614","Gillihan Concrete, Inc.","6318 Romann Hills Road","Edwardsville","IL","62025","",""
"V00017749","Gills Inc.","po box 432","SPRING GROVE","IL","60081","STEPHEN SIMPSON","8475877165"
"V00008270","Gillware Digital Forensics Inc.","1802 Wright Street","Madison","WI","53704","Scott Holewinski","6082378784"
"V00027879","Gilmore Marketing Concepts, Inc.","1595 Weld Rd","Elgin","IL","60123","Kim Gilmore","8479311511"
"V00008260","Gilmore Realty, Inc.","6N713 Somerset Drive","St. Charles","IL","60175","Pamela Gilmore","6304438977"
"V00011405","Gilpin Airboat Service, Inc","PO Box 231","Dallas City","IL","62330","Charles Gilpin","3197592512"
"V00011098","Gilson Co Inc","PO Box 200","Lewis Center","OH","43035","Vivian Hammitt","8004441508"
"V00002606","Gilson Enterprises, Inc.","2637 South Lowell Ave","Springfield","IL","62704","",""
"V00003151","Gim Electric Company, Inc.","4150 N. Milwaukee Ave.","Chicago","IL","60641","",""
"V00029777","Gimba","1015 RONZHEIMER AVE","SAINT CHARLES","IL","60174","Keith Wollenberg","6303905612"
"V00018261","Gina Key DBA Dolan Lake Restaurant ","10279 Sunrise point road ","Mccleansboro ","IL","62859","Gina Key","6189263675"
"V00008819","Ginger Creek Properties, Inc.","2375B Homer Adams Parkway","Alton","IL","62002","Dennis Dugan","6184625300"
"V00025282","Ginkgo Bioworks, Inc.","27 Drydock Ave","Boston","MA","02210","Dan Bayley","7817424711"
"V00016772","Ginkgo Landscaping & Tree Service","225 HARWOOD ST","JOLIET","IL","60432","Rigoberto Medina","8157261189"
"V00035245","Gipson Consulting, LLC","6220 16th avenue","Meridian","MS","39302","Quintin  Bland","8723340249"
"V00021989","GIRARDEAU STEVEDORES","PO. BOX 4253 ","SCOTT CITY","MO","63780","MARTY   koch","5732643882"
"V00026933","Girl Scouts of Northern Illinois","353 Randall Road","South Elgin","IL","60177 Uni","",""
"V00002629","GIS SOLUTIONS, INC","3901 Yucan Dr","SPRINGFIELD","IL","62711-6235","John Conlon","2175463635"
"V00014428","GISEDGE, Inc.","290 Tait Ter SE","Port Charlotte","FL","33952","Kenneth Wilkerson","9415851423"
"V00020818","GIT America Inc","230 Commerce Suite 190","Irvine","CA","92602","Dan Portillo","7144332180"
"V00017957","Giuffre Cranes","6635 S 13th street","Milwaukee","WI","53221","Richie Zarnicki","4147649200"
"V00034911","Give Me Entertainment","317 Morningside Dr","Bloomingdale","IL","60108 Uni","",""
"V00001480","GIVEndeavors, Inc.","1049 W Wellington Suite 2B","Chicago","IL","60657","",""
"V00005923","Givsco Construction Company","2321 Lakeshore Drive","Pekin","IL","61554 ","",""
"V00021277","GK Trading LLC","30 Technology Dr","Warren","NJ","07059","Samarth Gupta","2012453630"
"V00009666","GL Suite, Inc","P.O. Box 595","Kalispell","MT","59903","Sarah Pilon","5413123662"
"V00010347","Glade Plumbing and Heating","211 W Water St","KANKAKEE","IL","60901","Kyle Joern Joern","8159331796"
"V00025485","Gladieux Trading & Marketing Company, LP","4133 New Haven Ave","Fort Wayne","IN","46803","Mathew Scheiber","2604234477"
"V00020349","Gladstein, Neandross & Associates","2525 Ocean Park Blvd  Suite 200","Santa Monica","CA","90405","Erik Neandross","3103141934"
"V00022795","Gladwin Machinery and Supply Company of Illinois","636 E State Parkway","Schaumburg","IL","60173","William  Marrinan","8474903500"
"V00010141","GLADYS R WILSON AND ASSOCIATES","3439 N HARLEM AVE","CHICAGO","IL","60634","GLADYS WILSON","7732862135"
"V00026549","Glandt Roofing Co. LLC","6182 Bermuda Dr.","St. Louis","MO","63135","Greg Glandt","3145216200"
"V00020317","Glandt Roofing LLC","7803 Triple Lakes Road","East Carondelet","IL","62240","Andrea Drury","6189731823"
"V00018574","glasford telephone company","po box 169","glasford","IL","61533","DUSTIN  GEIER","3093892111"
"V00007357","Glasper Professional Services, Inc.","13100 Manchester Rd., Ste. 85","St. Louis","MO","63131 ","",""
"V00031555","Glass & More Inc","PO Box 173","Smithton","IL","62285","Jim Minton","6182221197"
"V00001992","Glass Designers, Inc","10123 S Torrence Ave","Chicago","IL","60617","Vernona Cox","7739782747"
"V00013475","Glass Doctor","2701 E Ash st suit A","Springfield ","IL","62703","Josh Koster","2177871215"
"V00014344","Glass Management Services Inc","1002 E. 87th Street","Chicago","IL","60619","Ernest Edwards","6303234050"
"V00006505","Glass Service Center","1215 3rd Avenue","Rock Island","IL","61201","Dennis Medhurst","3097883411"
"V00010247","GlassHouse Systems Inc","650 Warrenville Road","Lilse","IL","60532","Peter Bille","6307248500"
"V00030588","Glassworks","708 N. Dirksen Parkway","Springfield","IL","62702","Jesse Gallaher","2175024172"
"V00034236","GLC Vending","1200 W. 35th St","Chicago","IL","60609","Carlos Juarez","3125199462"
"V00026497","Gleeson Asphalt Inc","2800 West Main Street","Belleville","IL","62226 Uni","",""
"V00013377","Glen Hill North LLC","C/O Stahelin Properties","Glen Ellyn","IL","60137","Clifford Briars","6304693331"
"V00021275","Glen Hill North LLC","800 Roosevelt Rd","Glen Ellyn","IL","60137","Mark Wilson","6304693331"
"V00001205","Glenbrook Excavating & Concrete, Inc.","1350 N Old Rand Road","Wauconda","IL","60084","",""
"V00009078","Glenkirk DBA Opportunity Secure Data Destruction","3660 Commercial Avenue","Northbrook","IL","60062","Paulette Hansen","8478319400"
"V00012660","Glenn Fox Enterprises","2340 Gerry Street","Gary","IN","46406 ","",""
"V00002665","Glesco Electric, Inc.","3103 E Tatman Ct., Suite 103","Urbana","IL","61802","",""
"V00004440","Global 360 Marketing Inc","155 N Wacker Dr ","Chicago","IL","60606","Percy Scott","3128034984"
"V00026076","Global 3T; Globo Life Media","116 W Elm St","Chicago","IL","60610","Drew Barrett","3129336525"
"V00015264","Global BMU LLC","65 West 36th Street 4th Floor","New York","NY","10018","Donald McDermott","6467412455"
"V00004553","Global Body & Equipment","Po Box 857","Wooster","OH","44691","Bryan Deeken","3302646640"
"V00025349","Global Business Information Services Inc","1820 N LINCOLN","Chicago","IL","60614","Louise Kern","8774562478"
"V00019764","Global Capital Ltd","205 W. Wacker Street","Chicago","IL","60606","Terri McNally","3128466918"
"V00025484","Global Chi Supply Solution LLC","41","Nashville","TN","37210-2125","Lindsey Conrad","9205815003"
"V00002128","Global Choice International LLC","1699 wall street suite 204","mount prospect","IL","60056","",""
"V00007621","Global Cleaning Pros LLC","149 Hutchinson St.","Kalamazoo","MI","49001","Trayson Powers","2693010465"
"V00032318","Global Community Associates","155 Concord Dr S","Oswego","IL","60543","Stephen Jackson","7089649735"
"V00022843","Global Connection Media LLC","3500 S Union Ave ","Chicago","IL","60609","Travon Printis","7738771786"
"V00015263","Global Construction Services, Inc.","1937 Wright Blvd","Schaumburg","IL","60193 ","",""
"V00016791","Global Construction Source, Inc.","1402 Elmhurst Road","Elk Grove Village","IL","60007","Shuguang Wang","6304227945"
"V00014764","Global Consulting Services, Inc","9245 Nagle Ave","Morton Grove","IL","60053","Imran Yousuf","7737199922"
"V00029583","Global CULTIVA","202 Church Street Southeast","Leesburg","VA","20175","James Gordon","2026009827"
"V00012559","Global Data Products","7513 Golf Club Ct","Sacramento","CA","95828","Kelly Gomez","9163828780"
"V00007863","Global Data Solutions, Inc.","2735 Hartland Road- Suite 303","Falls Church","VA","22043","Nageswara Rao Morampudi","3096611838"
"V00026305","Global Diagnostic Services, Inc.","P.O. Box 83526","Conyers","GA","30013","Debra Upshaw","7706020502"
"V00027860","Global Document Services","225 Executive Drive","Moorestown","NJ","08057","Maor Rozalis","6094452244"
"V00019275","Global Domestic Advisory Partners, LLC","80 Bay St Landing Ste. 5A","Staten Island","NY","10301","Charlotte Hitchcock","7182722666"
"V00016645","GLOBAL DYNAMIC TECHNOLOGY LLC","1855 HAWTHORNE AVE NE","SALEM","OR","97301","SHERRY SHEN","5034005607"
"V00004990","Global Economic Advantage Inc. DBA Vegazva Group","920 Davis Road, Suite 206","Elgin","IL","60123","Anil Puri","6309487728"
"V00033931","Global Electric Inc","1009 S Blackhoof St","Wapakoneta","OH","45895","Brian Warner","4197380001"
"V00017213","Global Emergency Products","2 PINE DR","SHERMAN","IL","62684","Mike Yurgec","2173068427"
"V00001733","Global Emergency Resources LLC","1030 Stevens Creek Road","Augusta","GA","30907","",""
"V00004869","Global Enforcement Motors Inc.","PO Box3149","Hayden","ID","83835","Steve Beaudry","2086914277"
"V00012974","Global Enterprise Services, LLC","100 South 4th Street","St Louis","MO","63102","Jessie Showers","3147975116"
"V00006580","Global Environmental, Inc.","6128 Madison Ave","Berkeley","MO","63134","John Dingus","3148759501"
"V00004849","Global Experience Specialists,Inc.","6800 Santa Fe Dr.","Hodgkins","IL","60525","Matthew Heinze","6303517887"
"V00002156","Global Express Services LLC","2853 W. 83rd Place","Chicago","IL","60652","",""
"V00025967","Global Family & Home Care, Co.","4050 W George St","Chicago","IL","60641 Uni","",""
"V00024958","Global First Travel LLC","3530 Wilshire Blvd Suite 1820","Los Angeles","CA","90010","Leiby Wurzberger","3239996001"
"V00007440","Global Food Industries LLC","2961 SW 19TH TER","MIAMI","FL","33145","Sandra Joseph","7865367082"
"V00028428","Global Foods, Inc.","8700 Spanish Ridge Ave.","Las Vegas ","NV","89148","Michelle Mayer","7028707600"
"V00034859","Global Green Corporation","5068 Plymouth Road Ste 3","Ann Arbor","MI","48105","Douglas Benit","7345601743"
"V00020005","Global Healthcare Product Solutions LLC","1800 South Figueroa Street","Los Angeles","CA","90015","Samuel Kang","6262343838"
"V00010562","Global Impact Consulting LLC","1998 Hendersonville Road","Asheville","NC","28803","Komlan Koudifo","8286761773"
"V00021347","Global Imports Express","1474 Ridge Way","Los Angeles","CA","90026","Benjamin Draper","7472588200"
"V00007513","Global Indusrty Products","6615 Escondido St.","Las Vegas","NV","89119","Jeanne Wallace","8006622296"
"V00010381","Global Industrial","11 Harbor Park Drive","Port Washington","NY","11050","David Cook","5166087668"
"V00013526","Global Information Intelligence LLC","6860, North Dallas Parkway Suite 200","Plano","TX","75024","Emmanuel Hooper","4082599045"
"V00006793","GLOBAL INFRASTRUCTURE LLC","308 Industrial Drive","Griffith","IN","46319 ","",""
"V00034536","Global Institute on Sexual Terrorism","1440 W. Taylor St. Ste. 15","Chicago","IL","60607","LaKeisha Caples","7083026088"
"V00006970","Global Intermix, LLC","11755 Wilshire Blvd, Suite 1250","Los Angeles","CA","90025","Romi   DelSolar","8002081310"
