"Contract / Blanket #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"21-416CMS-LEAS4-P-23383","","CMS 6360 AWARD NOTICE DCFS ANNA","Fisher Lindsey","M","$0.00","CMS - Central Management Services","3PS - Sent","04/12/2021","04/11/2026"
"21-416CMS-LEAS4-P-22852","","CMS 6774 AWARD NOTICE DPH SPFLD","EMS Midwest LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","12/28/2020","12/27/2025"
"21-416CMS-LEAS4-P-22798","","CMS 6144 AWARD NOTICE DHS FREEPORT","Meadows LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2021","12/31/2026"
"21-416CMS-LEAS4-P-22761","","CMS 6672 AWARD NOTICE DHS PEKIN","Sud Family Limited Partnership","M","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2021","07/31/2026"
"21-416CMS-LEAS4-P-22636","","CMS 6699 AWARD NOTICE DHS MOLINE","DJL ASSOCIATES LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","09/01/2021","08/31/2026"
"21-416CMS-LEAS4-P-22432","","CMS 6544 AWARD NOTICE DJJ ROCKFORD","UEP Investments 1 LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","12/15/2020","12/14/2025"
"21-416CMS-LEAS4-P-22402","","CMS 6268 AWARD NOTICE DCFS SPRINGFIELD","Illinois Building","M","$0.00","CMS - Central Management Services","3PS - Sent","12/15/2020","12/14/2025"
"21-416CMS-LEAS4-P-22171","","CMS 6514 AWARD NOTICE DVA FOREST PARK","1515 S Harlem LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","12/15/2020","12/14/2025"
"21-416CMS-LEAS4-P-22164","","CMS 6772 AWARD NOTICE DVA CHICAGO","1963","M","$0.00","CMS - Central Management Services","3PS - Sent","12/15/2020","12/14/2025"
"21-416CMS-LEAS4-P-22162","","CMS 5497 AWARD NOTICE DOC ROCKFORD","UEP Investments 1 LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","12/15/2020","12/14/2025"
"21-416CMS-LEAS4-P-22161","","CMS 4117 AWARD NOTICE PRB SPFLD","ADC Partners, Ltd","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2020","11/30/2025"
"21-416CMS-LEAS4-P-21940","","CMS 6277 AWARD NOTICE DHS MARION","James Reichert Family Limited Partnership","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2020","11/30/2025"
"21-416CMS-LEAS4-P-21936","","CMS 6344 AWARD NOTICE DHS E ALTON","Larry R Manns","M","$0.00","CMS - Central Management Services","3PS - Sent","02/01/2021","01/31/2026"
"21-416CMS-LEAS4-P-21934","","CMS 6767 AWARD NOTICE DHS HILLSBORO","MRMS PROPERTY LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","02/01/2021","01/31/2026"
"21-416CMS-LEAS4-P-21933","","CMS 6304 AWARD NOTICE DPH SPFLD","Fifth Street Partnership","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2020","11/30/2025"
"21-416CMS-LEAS4-P-21931","","CMS 5326 NOTICE  AWARD DCFS SPFLD","Basco, Inc.","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2020","11/30/2025"
"21-416CMS-LEAS4-P-21929","","CMS 4136 NOTICE  LEASE AWARD IDES AURORA","Smoke Tree Office Plaza","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2020","11/30/2025"
"21-416CMS-LEAS4-P-21356","","CMS 6733 AWARD NOTICE DES ARLINGTON HTS","WI-FI Wheeling Dealing LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2021","12/31/2025"
"21-416CMS-LEAS4-P-21348","","CMS6330 AWARD NOTICE DHS-DNR CENTRALIA","Fisher Lindsey","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2020","11/30/2025"
"21-416CMS-LEAS4-P-21290","","CMS 6771 NOTICE OF AWARD DOC-DJJ PEORIA","Brian Beckham","M","$0.00","CMS - Central Management Services","3PS - Sent","11/01/2020","10/31/2025"
"21-416CMS-LEAS4-P-21184","","CMS 6593 NOTICE OF AWARD DPH GLEN CARBON","Dennis J. Petroff","M","$0.00","CMS - Central Management Services","3PS - Sent","11/01/2020","10/31/2025"
"21-416CMS-LEAS4-P-21160","","CMS 6335 NOTICE OF AWARD DCFS OLNEY","Fehrenbacher LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2020","11/30/2025"
"21-416CMS-LEAS4-P-21140","","CMS 6609 NOTICE OF AWARD DCFS SPFLD","RA1 LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","11/01/2020","10/31/2025"
"21-416CMS-LEAS4-P-21096","","CMS 5592 NOTICE OF AWARD DCFS PEORIA","Kermit Huber","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2020","11/30/2025"
"21-416CMS-LEAS4-P-20984","","CMS 5436 NOTICE OF AWARD DHS CHESTER","Fisher Lindsey","M","$0.00","CMS - Central Management Services","3PS - Sent","11/01/2020","10/31/2025"
"21-416CMS-LEAS4-P-20944","","CMS 5202 NOTICE OF AWARD DHS-DVA BENTON","Fisher Lindsey","M","$0.00","CMS - Central Management Services","3PS - Sent","11/01/2020","10/31/2025"
"21-416CMS-LEAS4-P-20940","","CMS 6765 NOTICE OF AWARD DES STERLING","PAD0691 LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2022","12/31/2026"
"21-416CMS-LEAS4-P-20798","","CMS 6320B NOTICE OF AWARD SPFLD","726 S. College LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","10/01/2020","09/30/2025"
"21-416CMS-LEAS4-P-20740","","CMS6620 NOTICE OF AWARD WCC COLLINSVILLE","The Westview LP","M","$0.00","CMS - Central Management Services","3PS - Sent","09/26/2020","09/25/2025"
"21-416CMS-LEAS4-P-20544","","CMS 5834 NOTICE OF AWARD DHS SPFLD","HSHS St. John's Hospital","M","$0.00","CMS - Central Management Services","3PS - Sent","10/01/2020","09/30/2025"
"21-416CMS-LEAS4-P-20236","","CMS 6739 NOTICE OF AWARD DOT CHAMPAIGN","GRE UIRP Owner, LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","09/01/2020","08/31/2025"
"21-416CMS-LEAS4-P-20184","","CMS 6536 NOTICE OF AWARD DOC SPFLD","bjd properties llc","M","$0.00","CMS - Central Management Services","3PS - Sent","10/01/2020","09/30/2025"
"21-416CMS-LEAS4-P-20181","","CMS 6744 NOTICE OF AWARD DHS E PEORIA","EastPort Commercial Plaza LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","09/01/2020","08/31/2025"
"21-416CMS-LEAS4-P-20156","","CMS 6533 NOTICE OF AWARD BHE","Downtown Property","M","$0.00","CMS - Central Management Services","3PS - Sent","09/01/2020","08/31/2025"
"21-416CMS-LEAS4-P-20155","","CMS 6329 NOTICE OF AWARD DHS ROBINSON","Donald Smith","M","$0.00","CMS - Central Management Services","3PS - Sent","10/01/2020","09/30/2025"
"21-416CMS-LEAS4-P-19625","","CMS 4937 NOTICE OF AWARD DHS DECATUR","Tamara","M","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2020","07/31/2025"
"21-416CMS-LEAS4-P-19504","","CMS 4979 NOTICE OF AWARD DHS DECATUR","Tamara","M","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2020","07/31/2025"
"21-416CMS-LEAS4-P-19502","","CMS5501NOTICE OF AWARD DCFS GLENELLYN","Glen Hill North LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2020","07/31/2025"
"21-416CMS-BOSS4-P-31499","","GASB 87 Software Services","GCR Inc., DBA Civix","B","$0.00","CMS - Central Management Services","3PS - Sent","02/22/2022","02/21/2027"
"21-416CMS-BOSS4-P-31056","","JPMC Exam and Disposable Gloves SBSA","Sleep Rx LLC dba Aura Healthcare","A","$17,360.00","CMS - Central Management Services","3PS - Sent","12/02/2021","12/01/2026"
"21-416CMS-BOSS4-P-31055","","JPMC Exam and Disposable Gloves SBSA","Globe Medical-Surgical Supply Co.","A","$1,075,522.40","CMS - Central Management Services","3PS - Sent","12/26/2021","12/25/2026"
"21-416CMS-BOSS4-P-31029","","JPMC Aftermarket Vehicle Parts Supplies","Genuine Parts Company","B","$3,972,179.39","CMS - Central Management Services","3PS - Sent","12/26/2021","05/19/2025"
"21-416CMS-BOSS4-P-30974","","JPMC Radio Parts and Accessories","J. P. Simons & Company","A","$630,207.02","CMS - Central Management Services","3PS - Sent","11/18/2021","11/17/2025"
"21-416CMS-BOSS4-P-30973","","JPMC Radio Parts and Accessories ICOM","ICOM AMERICA INC","A","$5,082.00","CMS - Central Management Services","3PS - Sent","11/18/2021","11/17/2025"
"21-416CMS-BOSS4-P-29788","","JPMC Attenuator Trlr Mnted Repair Parts","John Thomas, Inc","A","$14,295.03","CMS - Central Management Services","3PS - Sent","09/16/2021","09/15/2025"
"21-416CMS-BOSS4-P-29479","","JPMC Trucks Light Medium and Heavy Duty","Morrow Brothers Ford, Inc.","A","$24,221,117.32","CMS - Central Management Services","3PS - Sent","11/06/2021","11/05/2026"
"21-416CMS-BOSS4-P-29307","","JPMC Body Armor Level II and Level III","RAY O'HERRON CO., INC.","A","$925,125.00","CMS - Central Management Services","3PS - Sent","10/22/2021","10/21/2025"
"21-416CMS-BOSS4-P-29234","","JPMC Lamps, Lighting Replacement Bulbs","Neher Electric Supply Inc","A","$319,573.78","CMS - Central Management Services","3PS - Sent","08/28/2021","08/27/2025"
"21-416CMS-BOSS4-P-28807","","JPMC Traffic Signal and Roadway Lighting","Ficek Electric & Communication Systems, Inc.","A","$276,352.03","CMS - Central Management Services","3PS - Sent","10/06/2021","10/05/2023"
"21-416CMS-BOSS4-P-28798","","JPMC Ammunition","RAY O'HERRON CO., INC.","A","$3,217,530.00","CMS - Central Management Services","3PS - Sent","10/22/2021","10/21/2024"
"21-416CMS-BOSS4-P-28708","","JPMC Chicago and Region 1 Presort Mail","Pitney Bowes Presort Services, LLC","A","$0.00","CMS - Central Management Services","3PS - Sent","11/04/2021","06/30/2024"
"21-416CMS-BOSS4-P-28449","","JPMC Salt for Water Softener Zone 1-2-3","Midwest Salt, LLC","A","$567,519.74","CMS - Central Management Services","3PS - Sent","08/22/2021","08/21/2025"
"21-416CMS-BOSS4-P-28348","","JPMC Police Supplies","RAY O'HERRON CO., INC.","A","$459,025.67","CMS - Central Management Services","3PS - Sent","08/22/2021","08/21/2024"
"21-416CMS-BOSS4-P-28118","","JPMC Defibrillators AED","Second Chance Cardiac Solutions","A","$502,793.49","CMS - Central Management Services","3PS - Sent","08/22/2021","08/21/2025"
"21-416CMS-BOSS4-P-27081","","JPMC Dishwashing Supplies, Institutional","Ecolab Inc.","A","$727,624.83","CMS - Central Management Services","3PS - Sent","08/22/2021","08/21/2025"
"21-416CMS-BOSS4-P-26988","","JPMC Carpet Broadloom and Tiles","Great Floors, Inc.","A","$174,529.17","CMS - Central Management Services","3PS - Sent","06/30/2021","06/29/2024"
"21-416CMS-BOSS4-P-26480","","JPMC Liquid Salts, Flakes and Pellets","Johnson Anthony E / Midwest Salt LLC","A","$48,383.76","CMS - Central Management Services","3PS - Sent","05/19/2021","09/30/2023"
"21-416CMS-BOSS4-P-26280","","JPMC Internal Auditing - Tertiary","Crowe LLP","B","$532,545.00","CMS - Central Management Services","3PS - Sent","11/04/2021","11/03/2026"
"21-416CMS-BOSS4-P-26279","","JPMC Internal Auditing - Primary","BAKER TILLY US, LLP","B","$4,839,481.25","CMS - Central Management Services","3PS - Sent","12/16/2021","12/15/2026"
"21-416CMS-BOSS4-P-26278","","JPMC Internal Auditing - Secondary","RSM US LLP","B","$0.00","CMS - Central Management Services","3PS - Sent","11/04/2021","11/03/2026"
"21-416CMS-BOSS4-P-25893","","JPMC RESPIRATORY PROTECTION EQUIP","Occupational Training & Supply, Inc.","A","$220,588.87","CMS - Central Management Services","3PS - Sent","04/30/2021","04/29/2025"
"21-416CMS-BOSS4-P-25014","","JPMC FLAGS SBSA","WGN FLAG & DECORATING CO","A","$82,949.83","CMS - Central Management Services","3PS - Sent","05/28/2021","05/27/2025"
"21-416CMS-BOSS4-P-25002","","JPMC Shotguns and Pistols","Kiesler Police Supply","A","$270,131.40","CMS - Central Management Services","3PS - Sent","05/28/2021","05/27/2024"
"21-416CMS-BOSS4-P-24824","","4th Gen HIV & Syphilis Screening","Abbott Laboratories","A","$0.00","CMS - Central Management Services","3PS - Sent","06/07/2018","06/06/2024"
"21-416CMS-BOSS4-P-24745","","JPMC JANITORIAL SUPPLIES","Occupational Training & Supply, Inc.","A","$813,279.90","CMS - Central Management Services","3PS - Sent","04/30/2021","04/29/2024"
"21-416CMS-BOSS4-P-24604","","JPMC Herman Miller Furniture","Wiley Office Equipment","A","$4,628,128.52","CMS - Central Management Services","3PS - Sent","03/17/2021","03/16/2024"
"21-416CMS-BOSS4-P-24589","","JPMC Moving Services","ROGERS MOVING SERVICES","A","$0.00","CMS - Central Management Services","3PS - Sent","08/10/2021","06/30/2027"
"21-416CMS-BOSS4-P-24588","","JPMC Moving Services Region 1","Midwest Moving & Storage, Inc.","A","$3,525,194.39","CMS - Central Management Services","3PS - Sent","03/11/2021","06/30/2027"
"21-416CMS-BOSS4-P-24585","","JPMC Casual Footwear","Shoe Corporation of Birmingham, Inc.","A","$381,158.24","CMS - Central Management Services","3PS - Sent","03/31/2021","03/30/2025"
"21-416CMS-BOSS4-P-24185","","JPMC Light Bars Police LED and Warning","Progressive Industries, Inc.","A","$101,859.90","CMS - Central Management Services","3PS - Sent","03/31/2021","06/30/2023"
"21-416CMS-BOSS4-P-23382","","JPMC ATTENUATOR, CRASH CUSHION SYSTEMS","John Thomas, Inc","A","$2,077,428.13","CMS - Central Management Services","3PS - Sent","06/08/2021","06/07/2025"
"21-416CMS-BOSS4-P-23127","","JPMC EGGS FRESH SHELL ","Ron's Produce Co., Inc.","A","$1,928,857.86","CMS - Central Management Services","3PS - Sent","06/08/2021","06/07/2024"
"21-416CMS-BOSS4-P-23031","","JPMC Bulk Food Items","Zetcorp, Inc","A","$149,276.80","CMS - Central Management Services","3PS - Sent","04/02/2021","04/01/2024"
"21-416CMS-BOSS4-P-23030","","JPMC Bulk Food Items","CHICAGO MEAT GROUP, INC","A","$1,877,325.85","CMS - Central Management Services","3PS - Sent","04/02/2021","04/01/2024"
"21-416CMS-BOSS4-P-23014","","JPMC ATTENUATOR, REACT 350 SYSTEM","John Thomas, Inc","A","$744,733.11","CMS - Central Management Services","3PS - Sent","04/02/2021","04/01/2024"
"21-416CMS-BOSS4-P-22921","","JPMC Liquid Salts, Flakes and Pellets","Gasaway Distributors Inc","A","$2,114,699.15","CMS - Central Management Services","3PS - Sent","02/20/2021","09/30/2023"
"21-416CMS-BOSS4-P-22826",""," JPMC HAND TOOLS POWER ","Occupational Training & Supply, Inc.","A","$122,803.28","CMS - Central Management Services","3PS - Sent","01/21/2021","01/20/2025"
"21-416CMS-BOSS4-P-22619","","JPMC REFLECTIVE SHEETING SIGN MATERIALS","3M Company","A","$1,841,855.69","CMS - Central Management Services","3PS - Sent","02/10/2021","02/09/2025"
"21-416CMS-BOSS4-P-22416","","JPMC ATTENUATOR, INERTIAL BARREL SYSTEMS","John Thomas, Inc","A","$376,767.85","CMS - Central Management Services","3PS - Sent","01/12/2021","01/11/2025"
"21-416CMS-BOSS4-P-20761","","JPMC Ballasts Fluorescent, HID, LED","Neher Electric Supply Inc","A","$34,422.09","CMS - Central Management Services","3PS - Sent","12/11/2020","12/10/2023"
"21-416CMS-BOSS4-P-19619","","JPMC Spreader Repair Parts-Monroe Comp","Monroe Truck Equipment, Inc.","A","$918,598.11","CMS - Central Management Services","3PS - Sent","12/11/2020","10/11/2024"
"21-416CMS-BOPM4-P-34463","","Real Estate Financial Advisory Services","Jones Lang LaSalle Americas (Illinois), L.P.","B","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2022","06/30/2025"
"21-416CMS-BOPM4-P-33220","","JPMC HVAC and Chiller Region 7 8 Primary","KANE MECHANICAL GROUP LLC","A","$739,386.57","CMS - Central Management Services","3PS - Sent","05/05/2022","05/04/2026"
"21-416CMS-BOPM4-P-32212","","SP w SS Conditions HVAC Rep N0100 C-Dale","Heartland Mechanical Contractors, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","12/09/2021","07/23/2023"
"21-416CMS-BOPM4-P-31683","","UPS Battery Maintenance Multi Locations","S.E.P.S., INC","A","$0.00","CMS - Central Management Services","3PS - Sent","12/15/2021","12/14/2025"
"21-416CMS-BOPM4-P-31566","","JPMC Plumbing Region 10 Primary","F.W. Plumbing & Heating, Inc.","A","$411,794.94","CMS - Central Management Services","3PS - Sent","12/14/2021","12/13/2025"
"21-416CMS-BOPM4-P-31564","","JPMC Plumbing Region 1 Primary","T & J  Plumbing, Inc.","A","$1,482,852.00","CMS - Central Management Services","3PS - Sent","12/14/2021","12/13/2025"
"21-416CMS-BOPM4-P-31004","","5 Day Janitorial G0200 Elgin","International Cleaning Services, Inc.","A","$0.00","CMS - Central Management Services","3PS - Sent","11/01/2021","10/31/2025"
"21-416CMS-BOPM4-P-30853","","SUP 5 Jan and Porters L4136 L6387 Aurora","Sertoma Center, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","12/16/2021","12/15/2025"
"21-416CMS-BOPM4-P-30142","","SUP 5 Day Janitorial L6509 Chicago","Sertoma Center, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","10/01/2021","09/30/2024"
"21-416CMS-BOPM4-P-30103","","JPMC Electrical Region 1 Primary","Fairfield Electric, Inc.","A","$1,230,111.68","CMS - Central Management Services","3PS - Sent","12/15/2021","12/14/2026"
"21-416CMS-BOPM4-P-29393","","Five Day Janitorial A3355 Springfield","Above & Beyond Cleaning Specialists, Inc","A","$0.00","CMS - Central Management Services","3PS - Sent","09/02/2021","09/01/2025"
"21-416CMS-BOPM4-P-29339","","IFB Chiller Maintenance and Repair J0146","Entec Services, Inc.","A","$0.00","CMS - Central Management Services","3PS - Sent","08/27/2021","08/27/2025"
"21-416CMS-BOPM4-P-29235","","5 Day Janitorial Z0101 Springfield","Above & Beyond Cleaning Specialists, Inc","A","$0.00","CMS - Central Management Services","3PS - Sent","09/02/2021","09/01/2025"
"21-416CMS-BOPM4-P-29221","","JPMC Carpentry Region 1 Primary","Mazarini, Inc.","A","$885,772.66","CMS - Central Management Services","3PS - Sent","08/31/2021","08/30/2024"
"21-416CMS-BOPM4-P-29220","","JPMC Carpentry by Region 1 Secondary","Ruff Framing Inc","A","$0.00","CMS - Central Management Services","3PS - Sent","08/31/2021","08/30/2024"
"21-416CMS-BOPM4-P-29152","","5 Day Janitorial L4058 Springfield ","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","08/11/2021","08/10/2025"
"21-416CMS-BOPM4-P-29058","","5 Day Janitorial L4916 Elgin","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","08/12/2021","08/11/2025"
"21-416CMS-BOPM4-P-29057","","5 Day Janitorial L6429 Champaign","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","08/11/2021","08/10/2025"
"21-416CMS-BOPM4-P-28981","","Energy Mgt Syst Upgrade-Tech Labor J0171","Johnson Controls Inc","A","$0.00","CMS - Central Management Services","3PS - Sent","09/08/2021","09/07/2025"
"21-416CMS-BOPM4-P-28533","","5 Day Janitorial L6460 Mt Carmel","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","08/05/2021","08/04/2023"
"21-416CMS-BOPM4-P-28435","","SUP 5 Day Jan Multiple Facilities","Bridgeway Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","08/22/2021","06/30/2024"
"21-416CMS-BOPM4-P-28326","","SUP 3 Jan L4857 Lewistown L6177 Lincoln","Bridgeway Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","07/22/2021","06/30/2024"
"21-416CMS-BOPM4-P-28325","","SUP 5 Day Janitorial G0800 Metamora","TCRC, Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","07/09/2021","06/30/2024"
"21-416CMS-BOPM4-P-28323","","SUP 1 Day Janitorial J0950 Chicago","Sertoma Center, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","07/09/2021","06/30/2024"
"21-416CMS-BOPM4-P-28322","","SUP 3 Day Janitorial G0510 LaSalle","Streator Unlimited, Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","07/09/2021","06/30/2024"
"21-416CMS-BOPM4-P-28305","","SUP 2 Day Janitorial L6314 E. Moline","Bridgeway Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","07/09/2021","06/30/2024"
"21-416CMS-BOPM4-P-28302","","SUP 5 Day Jan L3332 Downers Gr L6384 Chi","Sertoma Center, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","07/09/2021","06/30/2024"
"21-416CMS-BOPM4-P-27898","","Elevator Maintenance North Region","PARKWAY ELEVATORS INC.","A","$0.00","CMS - Central Management Services","3PS - Sent","08/22/2021","08/21/2025"
"21-416CMS-BOPM4-P-27432","","SUP 5 Day Janitorial J0951 Des Plaines","Jewish Child and Family Services","H","$0.00","CMS - Central Management Services","3PS - Sent","08/22/2021","06/30/2024"
"21-416CMS-BOPM4-P-27431","","SUP 2 Day Janitorial J0930 Elgin","Association for Individual Development","H","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2021","05/31/2024"
"21-416CMS-BOPM4-P-27430","","SUP 5 Day Jan M0300 Elgin L3053 Chicago","Association for Individual Development","H","$0.00","CMS - Central Management Services","3PS - Sent","09/08/2021","05/31/2024"
"21-416CMS-BOPM4-P-27428","","SUP 5 Day Janitorial Multi Springfield","Sparc","H","$0.00","CMS - Central Management Services","3PS - Sent","08/22/2021","05/31/2024"
"21-416CMS-BOPM4-P-26984","","SUP 5 Day and Porters L6021 Blue Island","Sertoma Center, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","06/29/2021","04/30/2024"
"21-416CMS-BOPM4-P-26695","","SUP 5 Day Janitorial L5476 L5224 L5843","Ada S.Mckinley Community Services, Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","06/09/2021","03/31/2024"
"21-416CMS-BOPM4-P-26694","","5 SUP Jan G0500 L4375 L4929 L3530 ","Sertoma Center, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","05/26/2021","04/30/2024"
"21-416CMS-BOPM4-P-26629","","SUP 1 Day Janitorial L4831 Quincy","Transitions of Western Illinois, Inc. ","H","$0.00","CMS - Central Management Services","3PS - Sent","05/19/2021","04/30/2024"
"21-416CMS-BOPM4-P-26627","","SUP 5 Day Janitorial L4072 Pekin","TCRC, Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","06/01/2021","05/31/2024"
"21-416CMS-BOPM4-P-26402","","5 Day Janitorial Services J0205  JRTC","Smith Maintenance Company","A","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2021","06/30/2024"
"21-416CMS-BOPM4-P-26216","","SUP 3 Day Janitorial L6076 Dixon","VILLAGE OF PROGRESS, INC.","H","$0.00","CMS - Central Management Services","3PS - Sent","05/06/2021","03/31/2024"
"21-416CMS-BOPM4-P-26215","","SUP 5 Day Janitorial L4979 Decatur","Macon Resources Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","05/20/2021","04/30/2024"
"21-416CMS-BOPM4-P-26210","","One Day Janitorial L6778 Moline","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","05/06/2021","05/05/2025"
"21-416CMS-BOPM4-P-26208","","Lawn Care G0500 Lockport","Paul Bedell's Lawn and Garden","C","$0.00","CMS - Central Management Services","3PS - Sent","05/06/2021","11/30/2023"
"21-416CMS-BOPM4-P-26103","","Elevator Maintenance and Repair ISP SPI","KONE ","A","$0.00","CMS - Central Management Services","3PS - Sent","04/30/2021","04/29/2024"
"21-416CMS-BOPM4-P-25863","","SUP 5 Day Janitorial L0206 L5586 L4480","New Star, Inc. DBA SouthSTAR Services ","H","$0.00","CMS - Central Management Services","3PS - Sent","06/09/2021","03/31/2024"
"21-416CMS-BOPM4-P-25705","","JPMC Hirsch Components Accessories","A-1 Lock, Inc","A","$2,922,323.03","CMS - Central Management Services","3PS - Sent","05/28/2021","05/27/2026"
"21-416CMS-BOPM4-P-25458","","Pest Control L6330 Centralia","Enviro-Tech termite & Pest Control","C","$0.00","CMS - Central Management Services","3PS - Sent","04/12/2021","04/11/2025"
"21-416CMS-BOPM4-P-25289","","Lawn Care Services L6767 Hillsboro","Seward Masonry Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","04/05/2021","10/31/2025"
"21-416CMS-BOPM4-P-25031","","SUP 5 Day Janitorial L5239 Marion","Centerstone of Illinois, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2021","03/03/2024"
"21-416CMS-BOPM4-P-25029","","1 Day Janitorial PL028 Alton","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2021","03/31/2026"
"21-416CMS-BOPM4-P-24969","","5 Day Janitorial L5436 Chester","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2021","03/31/2025"
"21-416CMS-BOPM4-P-24968","","5 Day Janitorial L6108 Marion","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2021","03/31/2024"
"21-416CMS-BOPM4-P-24864","","5 Day Janitorial  L4186 E. Alton","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2021","03/31/2024"
"21-416CMS-BOPM4-P-24648","","5 Day Janitorial L5692 Granite City","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2021","03/31/2024"
"21-416CMS-BOPM4-P-24626","","Janitorial L4228 Burbank","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2021","01/31/2025"
"21-416CMS-BOPM4-P-24624","","Watseka Pest Control J0900","Ambius","C","$0.00","CMS - Central Management Services","3PS - Sent","03/31/2021","03/30/2025"
"21-416CMS-BOPM4-P-24130","","Janitorial L0474 Galesburg","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","05/03/2021","04/30/2024"
"21-416CMS-BOPM4-P-23941","","D0900 Lawn Care Carbondale","Family Lawn Care LLC","C","$0.00","CMS - Central Management Services","3PS - Sent","03/26/2021","05/25/2024"
"21-416CMS-BOPM4-P-23919","","SUP 2 Day Janitorial L5555 Wood River","Challenge Unlimited Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2021","02/28/2026"
"21-416CMS-BOPM4-P-23253","","5 Day Janitorial L6767 Hillsboro","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2021","11/30/2025"
"21-416CMS-BOPM4-P-23226","","SUP 2 Day Janitorial L4455 Olney","Community Support Systems","H","$0.00","CMS - Central Management Services","3PS - Sent","02/01/2021","01/31/2026"
"21-416CMS-BOPM4-P-23225","","SUP 5 Day Janitorial J0918 Effingham","Community Support Systems","H","$0.00","CMS - Central Management Services","3PS - Sent","02/01/2021","01/31/2026"
"21-416CMS-BOPM4-P-23224","","SUP 5 Day Janitorial L4644 Effingham","Community Support Systems","H","$0.00","CMS - Central Management Services","3PS - Sent","02/01/2021","01/31/2026"
"21-416CMS-BOPM4-P-23081","","Janitorial L6462 Charleston","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","01/07/2021","12/31/2025"
